课程号,课程名,课序号,学时,学分,老师
GNED108403,通过地理读历史,01,32,2,"关祥久,郭坤,蔡文芳,陈庆云"
MATH900103,工程数学建模,01,40,2,陈磊
NEEN300203,材料科学基础与新能源材料,01,40,2.5,"黄建兵,沈少华,师进文,关祥久"
NEEN400103,生物学基础与生物质能转化原理及技术,01,60,3.5,"吕友军,金辉,徐强,赵昆鹏"
NEEN400403,流体机械能转化原理与技术,01,38,2,"陈斌,周致富,骆政园,李东"
NEEN400503,新能源热利用与热发电原理及系统,01,46,2.5,"赵亮,李明涛,赵秋阳"
NUCL320103,量子力学,01,48,3,赵耀林
NUCL320403,核材料基础,01,32,2,"恽迪,匡杰,杨健乔"
NUCL320503,原子物理,01,32,2,赵耀林
NUCL321003,核辐射防护,01,40,2,"胡华四,胡光,邬良芃"
NUCL420403,原子核物理实验方法,01,48,3,"张清民,臧航"
NUCL420603,电离辐射剂量学,01,52,2.5,"王炫,刘书焕,邬良芃"
NUCL420703,核反应堆物理分析,01,40,2.5,"吴宏春,刘宙宇,万承辉"
NUCL420703,核反应堆物理分析,02,40,2.5,"曹良志,祖铁军"
NUCL420703,核反应堆物理分析,03,40,2.5,"郑友琦,王永平,杜夏楠"
NUCL420703,核反应堆物理分析,04,40,2.5,"李云召,贺清明"
NUCL420803,核反应堆控制,01,40,2,"孙培伟,邬良芃"
NUCL420803,核反应堆控制,02,40,2,"王鹏飞,邬良芃"
NUCL420803,核反应堆控制,03,40,2,"吴世发,邬良芃"
NUCL420803,核反应堆控制,04,40,2,"魏新宇,邬良芃"
NUCL420903,核电子学,01,48,2.5,"李培,贺朝会,李永宏"
NUCL421003,核电厂系统与动力设备,01,40,2.5,"张魁,田文喜,张斌"
NUCL421003,核电厂系统与动力设备,02,40,2.5,"张亚培,陈荣华,张博"
NUCL421003,核电厂系统与动力设备,03,40,2.5,"章静,王明军,桂淼"
NUCL421003,核电厂系统与动力设备,04,40,2.5,"王成龙,秋穗正,单建强"
NUCL421103,核反应堆热工分析,01,48,2.5,"秋穗正,王明军,王成龙,邬良芃,郭凯伦"
NUCL421103,核反应堆热工分析,02,48,2.5,"田文喜,陈荣华,张魁,邬良芃,贺亚男"
NUCL421103,核反应堆热工分析,03,48,2.5,"张大林,章静,张亚培,郭凯伦,邬良芃"
NUCL421103,核反应堆热工分析,04,48,2.5,"苏光辉,巫英伟,章静,邬良芃,贺亚男"
NUCL421303,核信息获取与处理,01,32,1.5,"刘书焕,王鹏飞"
NUCL421503,材料热力学,01,32,2,柳文波
NUCL421803,无机化学,01,48,3,"林健,邱杰"
NUCL520203,核分析技术,01,32,2,臧航
CODE420104,电子系统设计与实践,01,80,2.5,雷万钧
CODE420104,电子系统设计与实践,02,80,2.5,刘宁艳
CODE420104,电子系统设计与实践,03,80,2.5,张虹
CODE420104,电子系统设计与实践,04,80,2.5,张璞
CODE900104,基于PBL（Project-Based Learning）的科研训练,01,224,8,"宋政湘,胡飞虎,王建学,刘鹏,吕亮,寇鹏"
CORE100104,新能源导论,01,32,2,"吴坚,周峻,吴锴"
CORE100204,能源互联网,01,16,1,"王锡凡,别朝红,康小宁"
CORE100304,电磁通史与技术前沿,01,32,2,"马慧,项彬,刘志远"
CORE100404,电气科学与人类文明,01,32,2,"梁得亮,彭宗仁,王建华,李盛涛,荣命哲,张冠军,刘进军,杜正春,杨旭,曹晖,宋政湘,刘定新"
CORE102200,聚变能源与等离子体,01,32,2,"李兴文,邱爱慈,陈振茂,田文喜,吴坚"
EELC321604,电子技术实验1,01,16,0.5,"张锋,孙敏,张皎,高昕悦,刘涛"
EELC321804,模拟电子技术,01,64,4,"陈文洁,刘涛"
EELC321804,模拟电子技术,02,64,4,郭俊
EELC321804,模拟电子技术,03,64,4,和少寅
EELC321804,模拟电子技术,04,64,4,"刘涛,陈文洁"
EELC321804,模拟电子技术,05,64,4,王绍飞
EELC322604,数字电子技术,01,48,3,韩春阳
EELC322704,模拟电子技术基础,01,48,3,王振兴
EELC322804,电子技术基础,01,80,4,"夏建生,原晓楠"
EELC323004,电子技术实验-1,01,16,0.5,"张锋,孙敏,张皎,刘涛,高昕悦"
EELC323504,电子技术基础,01,96,5,"赵进全,孙敏"
EELC323704,现代电子技术,01,56,3,"赵进全,孙敏"
EELC324104,信号与系统,01,36,2,"王发强,沈瑶"
EELC422204,数字电子技术与微处理器基础,01,72,4.5,王永生
EELC422204,数字电子技术与微处理器基础,02,72,4.5,"张国钢,胡飞虎"
EELC422204,数字电子技术与微处理器基础,03,72,4.5,张虹
EELC422204,数字电子技术与微处理器基础,04,72,4.5,"张虹,杨旭"
EELC422904,人工智能与智能仪器,01,64,3.5,"曾翔君,汤晓君,骆一萍"
EELC423704,能源互联与系统分析,01,68,4,"谢海鹏,张海涛"
EELC423804,能源互联网信息通信技术,01,32,2,陈晨
EELC523204,能源互联网规划,01,32,2,"王建学,吴雄"
EELC523304,储能技术概论,01,32,2,"王红康,韩晓刚,张锦英"
EELC523504,直流电网技术,01,36,2,"汲胜昌,张凡,张海涛,惠思思"
EELC523704,低碳能源经济与市场,01,52,3,"肖云鹏,丁涛"
ELEC321104,电路,01,80,4.5,"刘文凤,程璐,沈瑶,王超,高昕悦"
ELEC321104,电路,02,80,4.5,"王发强,沈瑶,王超,高昕悦"
ELEC321104,电路,04,80,4.5,"邹建龙,沈瑶,王超,高昕悦"
ELEC321104,电路,05,80,4.5,"赵彦珍,沈瑶,王超,高昕悦"
ELEC321304,电磁场与波,01,72,4,"马西奎,沈瑶,王超,高昕悦"
ELEC321304,电磁场与波,02,72,4,"陈锋,王超,沈瑶,高昕悦"
ELEC321304,电磁场与波,03,72,4,"董天宇,沈瑶,王超,高昕悦"
ELEC321304,电磁场与波,04,72,4,"杨黎晖,王超,沈瑶,高昕悦"
ELEC326104,电工电子技术导论,01,48,3,孙晋茹
ELEC327604,电工电子技术-1,01,48,3,"孟永鹏,贺博"
ELEC327604,电工电子技术-1,02,48,3,"刘晔,刘思远"
ELEC327604,电工电子技术-1,03,48,3,"刘晔,孙佳佳"
ELEC327604,电工电子技术-1,04,48,3,马慧
ELEC327604,电工电子技术-1,05,48,3,"纽春萍,何海龙"
ELEC327604,电工电子技术-1,06,48,3,"朱远惟,王威望"
ELEC327604,电工电子技术-1,07,48,3,项彬
ELEC327804,电工电子技术实验-1,01,16,0.5,"原晓楠,陈琪"
ELEC328204,模电与大数电实验-2,01,24,0.5,孙敏
ELEC328604,信号与系统II,01,60,3.5,"王发强,沈瑶"
ELEC328604,信号与系统II,02,60,3.5,"王曙鸿,沈瑶,张那明"
ELEC328604,信号与系统II,03,60,3.5,"张浩,沈瑶"
ELEC328604,信号与系统II,04,60,3.5,"张那明,沈瑶,王曙鸿"
ELEC329104,电工电子技术实验Ⅱ,01,16,0.5,原晓楠
ELEC329204,电工电子技术Ⅱ,01,32,2,王威望
ELEC329304,模电与大数电实验-2,01,32,1,"孙敏,张皎,刘宁艳,刘涛,孔忻,王鹏光,刘晓娟"
ELEC329504,电磁场,01,56,3.5,"邹建龙,沈瑶,王超,高昕悦"
ELEC422904,电力设备设计原理,01,32,2,"李盛涛,王诗航"
ELEC422904,电力设备设计原理,02,32,2,"王诗航,段娜娜"
ELEC422904,电力设备设计原理,03,32,2,"刘鹏,王立军"
ELEC422904,电力设备设计原理,04,32,2,"刘鹏,王立军"
ELEC423004,电气材料基础,01,32,2,"钟力生,张锦英,吴明"
ELEC423004,电气材料基础,02,32,2,徐曼
ELEC423004,电气材料基础,03,32,2,肖冰
ELEC423004,电气材料基础,04,32,2,"孟国栋,刘泳斌"
ELEC423004,电气材料基础,05,32,2,杨柳青
ELEC423004,电气材料基础,06,32,2,"孟国栋,吴明"
ELEC423004,电气材料基础,07,32,2,"高景晖,张宏,刘泳斌"
ELEC423704,电力系统稳态分析,01,68,4,"郝治国,杨松浩"
ELEC423704,电力系统稳态分析,02,68,4,"秦博宇,郑涛"
ELEC423704,电力系统稳态分析,03,68,4,"邵成成,张耀"
ELEC423704,电力系统稳态分析,04,68,4,"李崇涛,吴雄"
ELEC423704,电力系统稳态分析,05,68,4,"别朝红,李更丰,段超"
ELEC426304,电路,02,72,4,"王霞,沈瑶,王超,高昕悦"
ELEC427204,电气工程及其自动化专业导论,01,16,1,"梁得亮,李盛涛,荣命哲,刘进军,杜正春,杨旭,汲胜昌,宋政湘"
ELEC427204,电气工程及其自动化专业导论,02,16,1,"梁得亮,李盛涛,荣命哲,刘进军,杜正春,杨旭,宋政湘,汲胜昌"
ELEC427304,大数据科学与应用技术,01,32,2,焦在滨
ELEC427304,大数据科学与应用技术,02,32,2,焦在滨
ELEC427404,人工智能技术导论,01,32,2,"曹晖,王超"
ELEC427404,人工智能技术导论,02,32,2,"曹晖,王超"
ELEC427704,高电压技术,01,56,3,"李江涛,赵军平,惠思思,杜佳"
ELEC427704,高电压技术,02,56,3,"董明,任明,惠思思,吕亮"
ELEC427704,高电压技术,03,56,3,"穆海宝,李军浩,吕亮,杜佳"
ELEC427704,高电压技术,04,56,3,"杨兰均,刘帅,惠思思"
ELEC427704,高电压技术,05,56,3,"祝令瑜,李斯盟,吕亮,惠思思"
ELEC427704,高电压技术,06,56,3,"丁卫东,庞磊,吕亮"
ELEC427904,电储能系统与并网技术,01,40,2,"王丰,易皓,刘晓娟,王振雄"
ELEC428004,能源互联网,01,32,2,"谢海鹏,陈晨"
ELEC428404,电储能系统与并网技术（未来）,01,32,2,李宇飞
ELEC521604,电机的智能控制,01,48,2.5,丁文
ELEC521904,风力发电与太阳能发电技术,01,32,2,"雷万钧,王来利"
ELEC523204,新能源概论,01,48,2.5,"吴锴,周峻,吴坚,姚学玲"
ELEC523304,新能源与分布式发电,01,40,2,"吴锴,周峻,肖云鹏,何英杰"
ELEC523504,电力系统仿真理论与实践,01,40,2,"张润凡,李宇骏"
ELEC523704,电力系统新技术专题New Technology of Power Systems,01,16,1,"王秀丽,杜正春"
ELEC523904,电力系统自动化,01,32,2,李宇骏
ELEC524004,电力系统综合实验,01,64,2,宁联辉
ELEC524404,发电厂电气部分,01,36,2,闫晨光
ELEC524404,发电厂电气部分,02,36,2,闫晨光
ELEC524504,新能源电力系统规划与运行,01,40,2,"刘俊,张小亮"
ELEC525704,工程电介质物理学,01,48,3,"李建英,武康宁"
ELEC526204,电磁兼容技术,01,48,2.5,"陈玉,王双,白洁,孔忻"
ELEC527204,放电等离子体基础及应用,01,32,2,"李兴文,石桓通,吴坚"
ELEC527304,电气设备现代设计,01,40,2,"耿英三,吴益飞,王宣东,李昊旻"
ELEC527504,电器理论基础,01,48,2.5,"史宗谦,王宣东"
ELEC527504,电器理论基础,02,48,2.5,"史宗谦,王宣东"
ELEC527604,电机设计,01,40,2,丁文
ELEC527704,高电压试验与测试,01,48,2.5,"张乔根,刘轩东,赵军平"
ELEC528304,控制电机,01,48,2.5,"娄建勇,孙萍"
ELEC528604,高电压绝缘技术基础,01,40,2,"张冠军,孙安邦,常正实,李文栋,惠思思"
ELEC528604,高电压绝缘技术基础,02,40,2,"张冠军,孙安邦,李文栋,常正实,惠思思"
ELEC528704,电力开关设备,01,32,2,"吴翊,闫静"
ELEC529204,工业计算机控制技术,01,56,3,"崔栋刚,甘永梅,迟晓红"
ELEC529304,电机测试技术,01,32,2,刘凌
ELEC529404,单片计算机原理及应用,01,36,2,"贾立新,迟晓红"
ELEC529504,智能电网储能应用技术,01,36,2,"王建学,孟永庆,张小亮"
ELEC900304,储能装置开发项目设计,01,32,1,孟锦豪
GNED106004,前沿科技与伦理反思,01,32,2,"徐正红,邓军波,王亚楠,石建稳,刘增,孙安邦"
GNED106004,前沿科技与伦理反思,02,32,2,"徐正红,邓军波,孙安邦,王亚楠,石建稳,刘增"
GNED106104,等离子体与科技创新,02,32,2,"张冠军,孙安邦,常正实,李元"
GNED106404,新能源材料与装备,01,32,2,"张磊,毛佳乐,石建稳,张锦英,史乐,许鑫,陈欣,郑红,成永红"
GNED106504,科学测量与发现,02,32,2,"吴治诚,庞磊,赵军平"
GNED106604,科学仪器与人类文明,01,32,2,"康永锋,陈欣,王红康,许鑫,毛佳乐,陈玉"
GNED106704,手机摄影艺术与计算摄影,01,32,2,贾要勤
GNED106904,项目管理概论,01,32,2,"许鑫,陈欣,毛佳乐,陈玉"
GNED107004,电气工程与生命健康,01,32,2,"许德晖,刘定新"
INSM400504,测控电路,01,40,2,"丁晖,孔忻"
INSM401104,自动化仪表,01,48,2.5,"陈玉,毛佳乐,白洁,马璐"
INSM401304,MEMS传感器和执行器,01,32,2,"李运甲,王曙东"
INSM401404,光电检测技术,01,32,2,"丁晖,韩春阳"
JZSJ900304,智能电器的设计与开发,01,56,2,宋政湘
JZSJ901004,国际交流,01,0,0,"杨旭,祝令瑜"
JZSJ901504,储能装置监测系统设计,01,64,3,"宋政湘,孙丽琼"
JZSJ901704,科创能力与竞赛训练,01,32,1,"刘文凤,迟晓红,沈瑶,张璞,刘宁艳,白洁,孙晓华,高昕悦,吕泽鹏,原晓楠,李瑞程,孙丽琼,王超,孙敏,吕亮,杜锦华,陈欣,孟永鹏,贺博,刘定新,骆一萍,张皎"
NEEN400104,储能装置设计开发-2,01,104,3.5,宋政湘
AASP300206,空气与气体动力学,01,72,4,张科
AASP300206,空气与气体动力学,02,72,4,"孟雪广,徐朝启,史亚云"
AASP412606,航空发动机总体设计,01,32,2,薛瑞
AASP414006,航空推进原理,01,56,3,杨亚晶
AASP414206,航空飞行器总体设计,01,32,2,胡淑玲
AASP414306,航天飞行器总体设计,01,32,2,陈刚
AASP414406,飞行器制导与导航原理,01,40,2,梁勇奇
AASP414506,航空航天推进技术,01,32,2,左逢源
AASP414606,热工基础Ⅱ,01,32,2,阳倦成
AASP414706,工程热力学II,01,48,3,武俊梅
AASP501306,飞行器总体课程设计,01,32,1,张扬
AASP501406,航空发动机结构与强度,01,40,2.5,杨利花
AASP502806,航空发动机控制系统,01,32,2,杨朝旭
AASP502906,飞行控制系统设计,01,32,2,荣海军
AASP503006,飞行器气动课程设计,01,32,1,姬兴
AASP503206,项目设计,01,32,1,胡淑玲
AASP503306,人工智能技术概论,01,32,2,杨朝旭
AASP504006,航天器动力学与控制,01,32,2,"孙剑,郎安琪"
AASP504106,航空发动机结构动力学,01,32,2,徐自力
CORE100106,力学与工程,02,32,2,"吴莹,王正锦,王飞,刘振,罗亚军,李勇,郁汶山,申胜平"
JZSJ900606,力学分析软件概论,01,24,1,"裴翠祥,贾坤"
JZSJ900706,工程结构（实物）项目设计-1,01,16,0.5,李勇
JZSJ900806,结构模块课程设计-1,01,16,0.5,秦庆华
MECH300906,机械工程基础,01,32,2,张建勋
MECH300906,机械工程基础,02,32,2,周建
MECH311306,力学与空天工程概论,01,16,1,"申胜平,徐光魁,雷蒋,左逢源,谢勇,许丁,刘马宝,翟崇朴"
MECH311306,力学与空天工程概论,02,16,1,"刘马宝,谢勇,申胜平,许丁,左逢源,翟崇朴,徐光魁,雷蒋"
MECH311406,工程力学II,01,48,3,"解社娟,丁春华"
MECH311406,工程力学II,02,48,3,冯沛华
MECH311706,理论力学,01,56,3.5,谭宁
MECH311706,理论力学,02,56,3.5,王芳文
MECH311706,理论力学,03,56,3.5,张亚红
MECH311806,材料力学,01,56,3.5,殷民
MECH311806,材料力学,02,56,3.5,王茗仕
MECH311806,材料力学,03,56,3.5,高扬
MECH311806,材料力学,04,56,3.5,宋建伟
MECH311806,材料力学,05,56,3.5,雷金成
MECH311806,材料力学,06,56,3.5,伍晓红
MECH311806,材料力学,07,56,3.5,丁春华
MECH311806,材料力学,08,56,3.5,刘启达
MECH311806,材料力学,09,56,3.5,原超
MECH311806,材料力学,10,56,3.5,殷民
MECH311906,基础力学实验-1,01,16,0.5,刘书静
MECH311906,基础力学实验-1,02,16,0.5,徐志敏
MECH312006,基础力学实验-2,01,16,0.5,武彤晖
MECH312006,基础力学实验-2,02,16,0.5,郭苓
MECH312006,基础力学实验-2,03,16,0.5,黄莺
MECH312006,基础力学实验-2,04,16,0.5,刘冉
MECH312006,基础力学实验-2,05,16,0.5,黄莺
MECH312006,基础力学实验-2,06,16,0.5,武彤晖
MECH312006,基础力学实验-2,07,16,0.5,周律
MECH312006,基础力学实验-2,08,16,0.5,徐志敏
MECH312006,基础力学实验-2,09,16,0.5,黄莺
MECH312006,基础力学实验-2,10,16,0.5,周律
MECH312306,工程材料力学,01,48,3,刘睫
MECH312306,工程材料力学,02,48,3,刘睫
MECH401206,振动力学,01,48,3,"徐自力,谢石林"
MECH401206,振动力学,02,48,3,罗亚军
MECH402706,计算固体力学,01,40,2,李录贤
MECH402806,流体力学Ⅱ,01,56,3,许丁
MECH402906,实验力学-1,01,32,2,"张舒文,王正锦"
MECH402906,实验力学-1,02,32,2,"江鹏,裴翠祥,贾坤"
MECH403006,实验力学-2,01,64,2,"裴翠祥,刘冉,田征"
MECH403106,计算流体力学,01,36,2,陈春刚
MECH403406,固体力学,01,96,6,"刘咏泉,徐光魁"
MECH511806,非线性动力学导论,01,32,2,谢勇
MECH511906,塑性力学,01,32,2,郁汶山
MECH511906,塑性力学,02,32,2,尚福林
MECH513906,先进材料与结构,01,32,2,侯俊玲
MECH514106,高等动力学,01,32,2,江俊
MECH514406,复合材料力学,01,16,1,宋亚勤
MECH514806,疲劳与断裂,01,32,2,"卢同庆,王铁军"
MECH514906,界面流体力学（英）,01,20,1,张旭瑞
MECH515506,水动力学,01,32,2,赵松川
MECH515606,旋涡运动基础,01,32,2,菅振
MECH516006,船舶与平台结构基础,01,16,1,秦庆华
MECH900806,专业认知II,01,16,0.5,宋建伟
MECH901306,力学史,01,16,1,"谢勇,申胜平,许丁,徐光魁"
SCTR400206,科研训练-2,01,80,0.5,郁汶山
ACAU300108,金融学,01,48,2.5,乔政
ACAU420108,中级财务会计 I,01,32,2,张俊瑞
ACAU420208,中级财务会计 II,01,64,4,王欣
ACAU420608,税法,01,32,2,曹建安
ACAU421108,MA管理会计（ACCA）,01,48,3,欧佩玉
ACAU421208,FA财务会计（ACCA）,01,48,3,骆蕾
ACAU421308,BT商业与技术（ACCA）,01,48,3,赵红
ACAU421708,AA 审计与认证业务（ACCA）,01,48,3,李星
ACAU511308,P4 高级财务管理,01,48,3,骆蕾
ACAU511408,P5 高级业绩管理,01,48,3,董南雁
ACAU520208,会计信息化,01,16,1,董南雁
GNED100508,《黄帝内经》中的管理哲学,01,16,1,魏泽龙
GNED100608,工程经济学,01,32,2,"孙卫,刘新梅"
GNED100708,中华德学原理源流与经典学习导引,01,16,1,程少川
GNED100708,中华德学原理源流与经典学习导引,02,16,1,程少川
GNED101208,数字经济分析与实践,01,32,2,"符皓然,王伟,王凯"
JZSJ902008,创业实践,01,16,1,"赵文红,李福荔,姜飞飞"
LAWS400108,LW 公司法与商法（ACCA）,01,48,3,FONSEKA MEIMANAGE MOHANPRADEEP
MAGT172308,系统工程,01,32,2,李刚
MAGT172308,系统工程,02,32,2,杨臻
MAGT172308,系统工程,03,32,2,吴锋
MAGT310508,管理信息系统,01,32,2,刘笑笑
MAGT310708,系统工程I,01,48,3,吴锋
MAGT373008,统计学,01,32,2,常象宇
MAGT373208,宏观经济学,01,48,3,杨晶玉
MAGT420208,市场营销学,01,32,2,杨林岩
MAGT420508,公司理财,01,32,2,王鲁平
MAGT420508,公司理财,02,32,2,陈军
MAGT420508,公司理财,03,32,2,陈军
MAGT420808,企业战略管理,01,32,2,杨建君
MAGT421108,薪酬与绩效管理,01,32,2,周密
MAGT421208,创业管理,01,32,2,赵文红
MAGT421208,创业管理,02,32,2,姜飞飞
MAGT472508,项目管理1,01,32,2,"何正文,肖忠东"
MAGT472708,设施规划与物流分析,01,32,2,贾涛
MAGT474008,人因工程,01,32,2,刘树林
MAGT476008,现代产品开发与设计,01,32,2,李刚
MAGT476608,现代物流与供应链管理,01,32,2,王能民
MAGT476608,现代物流与供应链管理,02,32,2,孙新宇
MAGT476708,管理沟通,01,32,2,"尚玉钒,刘人境,钟萌"
MAGT476708,管理沟通,02,32,2,"尚玉钒,刘人境,钟萌"
MAGT477008,生产计划与控制,01,32,2,刘雅
MAGT478108,管理学,01,48,3,王磊
MAGT478108,管理学,02,48,3,王磊
MAGT479108,创新管理,01,32,2,魏泽龙
MAGT480508,智能决策与机器学习II,01,32,2,林绍波
MAGT480808,社交网络与文本分析,01,32,2,刘跃文
MAGT480908,大数据管理方法与应用,01,32,2,刘佳鹏
MAGT480908,大数据管理方法与应用,02,32,2,刘佳鹏
MAGT481208,大数据统计与计量分析II,01,32,2,刘笑笑
MAGT481308,最优化理论与算法I,01,32,2,叶海山
MAGT482508,机器学习-1,01,32,2,王开东
MAGT572408,商务大数据分析,01,32,2,胡婷
MAGT572708,工业品营销与营销渠道管理,01,32,2,"肖振鑫,刘静文"
MAGT573908,消费者行为学,01,32,2,"杨林岩,刘野逸,刘园园"
MAGT900108,大数据管理与应用实践,01,16,1,王迪
STAT310608,应用统计分析,01,32,2,林军
STAT310708,应用统计实践,01,32,1,"郑嘉俐,周晓阳"
STAT310708,应用统计实践,02,32,1,"孙静春,孙少龙"
ARTS107310,中外美术史,01,64,4,熊雯
ARTS109410,音乐,01,32,2,"曹耿献,文茹,刘俊峰"
ARTS109410,音乐,02,32,2,"曹耿献,文茹,刘俊峰"
ARTS312910,中国古代文字学通论,01,32,2,刘琰
ARTS314210,Design Thinking and Methods,01,32,2,冯伟
ARTS314410,Frontiers of Technology and Art,01,32,2,"赵一青,何静,徐钰彬"
