S#,C#,GRADE
1033139,EM-45,97.1
1034667,YS-09,56.8
1035458,SP-94,86.3
1034223,VL-03,36.9
1036238,CL-20,65.6
1032192,DE-87,41.4
1035544,SM-36,83.3
1035096,PO-57,72.5
1033067,TO-27,64.9
1033056,RA-41,95.5
1033934,LC-86,37.5
1033927,NA-36,93.0
1035211,GT-30,96.5
1033541,ED-38,51.8
1035728,RA-50,71.5
1035143,TO-12,72.6
1033414,TO-77,31.2
1034090,EC-19,42.3
1033360,SM-76,80.8
1035535,EM-49,42.0
1032939,IC-27,75.3
1035965,MA-80,49.6
1033496,IM-92,91.5
1034898,YS-45,99.6
1032671,ED-59,99.7
1033600,NA-30,31.0
1036485,IC-28,80.3
1036882,LC-10,98.1
1032030,IM-25,81.0
1035310,DE-82,99.2
1033459,ND-32,91.1
1035436,EM-34,68.8
1035070,ED-93,32.1
1036579,PO-20,62.5
1034072,SM-65,35.0
1034034,RE-35,87.9
1032786,RA-41,68.0
1035574,LS-37,59.5
1033673,RS-92,59.8
1034788,EM-83,42.6
1034787,MA-76,67.9
1032207,NG-20,78.5
1034450,SJ-43,82.6
1034540,GL-77,89.6
1035197,SM-80,93.4
1032352,AU-94,84.5
1032289,TE-60,71.4
1032244,WS-89,52.7
1035707,RE-18,43.3
1036397,YS-48,72.6
1033709,ND-26,81.7
1034884,ME-46,93.3
1036462,FT-17,54.7
1033248,MT-92,48.3
1034933,GL-11,38.6
1036829,MT-10,49.8
1033026,LC-61,69.2
1035237,NA-93,93.1
1033157,MT-10,46.6
1034752,TS-61,38.1
1036614,RS-92,89.3
1034587,RE-44,35.1
1035279,TS-05,93.2
1036943,RE-80,89.9
1033967,AU-37,91.6
1033991,WS-67,67.8
1035233,ND-41,31.0
1033788,DE-03,88.7
1033122,TS-91,61.0
1032940,WS-20,30.6
1032152,LS-78,36.1
1033670,FT-34,74.2
1033931,DE-59,45.8
1034862,ES-85,82.4
1032247,PN-29,32.1
1034306,LC-33,95.5
1032452,EM-96,45.1
1036420,DE-51,44.5
1032848,ED-57,32.3
1033895,NA-29,73.2
1036186,TH-17,48.5
1032729,ND-75,91.1
1036158,TH-27,63.8
1033261,TS-22,47.8
1033585,GL-28,52.6
1034788,FT-17,65.8
1035147,ND-12,92.7
1033899,SJ-32,49.2
1032312,TE-88,47.0
1032743,EC-47,55.7
1032084,GL-52,34.4
1035770,PO-63,87.6
1032641,YS-01,46.7
1034147,CH-62,70.7
1032821,SJ-50,97.9
1033930,SM-62,55.2
1035862,OL-45,69.2
1036174,EC-92,70.7
1034064,CH-93,91.6
1033984,AN-85,78.6
1034477,MT-28,42.5
1035956,FT-02,67.6
1034859,ED-01,89.7
1034564,MD-70,39.8
1033839,EC-72,37.7
1033779,ED-63,74.8
1034133,EC-52,87.8
1033352,SP-13,38.7
1033542,TL-16,75.8
1034686,CH-51,57.3
1033589,LC-19,70.0
1032798,IM-96,83.0
1033289,ED-73,81.7
1032926,LC-79,35.1
1036304,CH-71,35.7
1032025,IM-39,50.9
1036006,WS-06,40.1
1034406,IM-18,55.9
1035609,NA-43,56.2
1035177,TE-92,95.3
1032196,EC-08,30.3
1034040,GL-55,74.5
1035468,TH-27,84.3
1036178,YS-61,66.4
1035121,CL-08,98.8
1035006,RE-06,93.2
1034459,FT-17,83.1
1034743,YS-06,74.6
1033787,RS-19,51.1
1033185,LI-62,32.6
1035940,MP-45,88.2
1034496,EM-49,85.4
1034569,MP-27,88.9
1033087,TH-18,86.5
1032721,WS-00,66.3
1032077,EC-07,61.6
1035831,SM-71,43.4
1035088,SJ-88,94.0
1034048,LS-02,91.2
1032432,NA-26,37.4
1032321,MA-47,31.4
1033355,WS-33,37.2
1036426,DE-08,95.1
1032853,OM-22,62.0
1034941,CL-04,54.8
1033008,LC-77,86.2
1036743,GL-38,46.8
1034463,VL-48,33.0
1032562,PO-14,36.3
1034138,TH-09,58.2
1036557,IM-90,78.5
1036951,SJ-74,93.1
1034143,CH-77,60.3
1036142,EM-30,87.8
1032805,VL-19,43.4
1035531,LC-85,79.8
1032168,ND-75,39.8
1032648,SJ-45,58.9
1035068,RM-16,57.1
1036756,MA-86,47.4
1032440,TS-18,61.1
1033430,AN-46,62.9
1036704,EC-52,56.2
1032881,YS-92,100.0
1034693,AT-17,97.0
1036612,WS-06,32.3
1034254,TO-12,68.9
1035462,RE-14,97.2
1035711,DE-95,94.5
1036198,SJ-25,55.8
1036135,TE-46,99.5
1036098,IM-74,40.3
1034746,TH-73,63.0
1035595,WS-19,73.0
1033833,TO-77,85.7
1034330,AU-31,62.2
1034697,SM-21,82.9
1034769,OL-52,64.5
1033096,NA-35,63.1
1032113,GL-67,34.1
1035089,TH-60,46.1
1033245,EC-22,48.1
1034747,CL-05,31.4
1036854,SJ-16,53.0
1036290,OL-53,71.6
1032877,RE-24,56.1
1033494,MA-86,63.2
1036582,CH-20,48.4
1036781,PO-14,83.7
1035197,ED-10,71.1
1032057,LC-19,48.8
1035651,ED-84,32.2
1032672,NA-75,56.6
1036334,DE-90,97.3
1034863,SM-71,44.5
1034038,MP-22,97.0
1033664,RE-16,63.5
1034627,DE-03,42.5
1035518,SJ-73,49.7
1034585,GL-01,60.4
1035703,RS-42,38.8
1033186,MA-29,85.3
1036079,RA-44,37.1
1034012,ME-65,65.1
1032533,WS-67,34.4
1032726,ED-48,60.9
1034278,MP-24,57.2
1034131,IM-74,59.2
1036146,AU-09,96.3
1034968,ED-65,50.9
1034436,TH-45,49.7
1035720,TO-26,56.7
1036719,SM-73,32.5
1035380,ED-04,97.9
1032967,LI-79,75.3
1036593,GT-40,63.2
1035905,IM-25,44.9
1035259,ED-03,33.7
1032428,ED-39,62.8
1033690,ND-83,97.2
1033662,ED-29,95.7
1032055,TS-46,95.7
1034965,IM-63,46.1
1035568,EC-86,53.2
1034895,IM-30,94.6
1035004,TE-02,74.9
1032560,RE-51,36.8
1033989,GT-79,34.5
1033239,VL-70,99.0
1034119,WS-52,87.5
1033928,EM-62,48.8
1036365,TE-91,52.8
1035066,EC-18,60.8
1036227,AU-04,67.8
1034335,TH-13,30.9
1036444,LI-13,58.0
1032097,LC-04,83.2
1033203,SJ-58,42.9
1036784,ND-32,32.4
1035644,TO-17,32.1
1032596,SP-70,47.8
1032032,CH-24,94.2
1036546,MD-92,79.3
1036992,BH-19,50.8
1035013,EM-46,79.2
1035737,TS-18,43.3
1033482,TE-96,31.0
1034826,DE-39,90.8
1036082,IM-08,96.7
1036959,LC-05,36.8
1033701,SM-82,36.6
1035280,GL-03,92.9
1032806,FT-35,78.1
1033925,EM-07,89.2
1032556,OL-16,93.5
1035482,NG-76,63.8
1035610,PN-26,58.9
1034234,TS-94,83.3
1034992,BH-28,30.5
1036436,GT-11,87.7
1032079,TH-55,81.4
1034476,CL-26,39.8
1034450,RM-01,43.4
1034348,VL-03,31.0
1034152,CH-36,86.7
1033720,TH-58,62.0
1032104,MA-47,47.7
1032513,CH-62,58.3
1033664,RE-41,71.5
1034817,CL-30,32.9
1034942,LS-04,99.5
1035204,YS-61,76.7
1033483,CH-29,44.1
1036773,IM-93,43.3
1033772,CH-54,99.9
1033831,RM-30,59.8
1033435,FT-05,88.4
1035361,CH-00,99.3
1035852,CL-83,39.2
1033157,AN-36,68.4
1035894,RE-24,87.6
1035941,CH-37,81.6
1032482,PN-73,44.6
1034548,RE-27,43.9
1034753,NA-25,45.7
1036218,EC-40,69.9
1035881,TO-13,87.4
1032944,EC-19,43.8
1032986,ED-90,89.2
1032864,MD-15,66.4
1036063,ED-38,55.8
1035086,NG-66,65.2
1035628,FT-14,80.6
1034412,TH-31,70.9
1034547,SM-30,89.5
1033939,AN-94,75.7
1035278,RS-56,34.4
1033896,NA-10,54.2
1036264,SJ-42,31.3
1036879,PO-57,65.6
1036546,LI-73,74.0
1032252,YS-36,83.1
1035566,DE-33,37.3
1033392,CL-11,58.6
1035234,NG-66,96.8
1036293,AN-94,52.1
1033158,NG-92,44.9
1032446,CL-32,49.7
1033737,CL-20,64.3
1034983,PO-41,84.7
1036145,EC-80,44.9
1033578,FT-01,65.2
1033943,RE-02,73.5
1035159,OM-49,79.4
1032759,YS-81,31.4
1033763,SJ-46,85.0
1033914,ME-65,64.8
1036063,EA-18,66.5
1035597,DE-87,41.5
1034927,SM-56,58.6
1033137,MP-48,71.4
1035309,RE-06,37.4
1034666,MP-41,91.5
1033285,SP-10,76.5
1032732,GT-45,35.4
1034653,NA-11,97.2
1032477,LC-32,30.2
1032320,SJ-10,73.1
1036142,SM-85,56.0
1034301,YS-86,96.9
1033844,TO-22,48.1
1036439,IM-45,48.8
1034861,TO-31,68.0
1033881,GL-76,74.9
1033156,OL-53,97.1
1033635,CL-05,93.1
1034594,LC-01,99.8
1032236,EM-37,46.4
1032491,TE-01,65.3
1033514,OL-51,45.3
1033038,GT-29,96.2
1033816,TL-23,47.4
1035049,EM-37,64.1
1036532,CH-41,40.4
1036925,MP-24,70.4
1036267,YS-00,74.8
1034323,ED-37,44.5
1033662,TH-57,53.4
1037006,CL-45,98.8
1034083,ED-60,48.2
1033287,MP-39,47.7
1036671,TO-95,85.4
1032310,NG-17,35.7
1032452,ED-01,93.4
1032498,GL-39,74.1
1035521,EC-53,67.9
1035301,FT-18,66.2
1032734,RE-16,39.3
1033690,AC-10,63.6
1034669,CH-23,43.9
1032061,EM-58,36.4
1036723,MT-28,78.0
1034101,MD-70,88.3
1032577,SM-15,33.1
1036235,TH-57,87.6
1032291,CL-17,69.8
1034564,MP-36,82.7
1034094,CH-68,31.1
1033420,PO-80,66.2
1033355,YS-15,86.3
1035381,LC-89,91.3
1033281,ED-14,51.0
1032582,TO-89,64.6
1034903,CL-45,38.3
1035665,ED-61,45.5
1035839,OM-80,54.4
1035454,TL-13,31.9
1033730,AT-14,91.4
1034687,NG-64,45.8
1035643,LS-62,79.3
1035013,EC-63,68.5
1033093,RE-07,82.0
1033461,TS-33,83.0
1034179,TH-82,76.2
1034504,CH-92,40.3
1035582,AT-23,50.4
1033419,SM-10,46.3
1032353,OL-37,86.3
1034825,RS-48,47.7
1035090,SM-77,45.5
1032696,TE-26,66.9
1032334,IM-26,75.5
1035751,CH-54,83.0
1035380,GL-70,62.4
1035289,RE-11,48.3
1036657,GT-16,40.3
1035403,ME-71,66.4
1034240,OM-06,99.4
1033430,SJ-36,31.4
1032840,IM-96,71.2
1036940,NA-54,74.7
1035123,CH-75,85.8
1036211,PO-32,44.4
1033287,TO-26,91.0
1032998,EC-44,64.8
1032376,OM-49,41.8
1033131,AT-87,42.3
1036104,LI-15,51.3
1036492,NG-28,70.6
1033816,FT-51,86.1
1034149,LU-80,95.8
1036452,SJ-70,74.8
1032343,SP-22,92.3
1036922,LC-15,75.5
1033659,FT-72,90.7
1034167,CL-30,46.0
1034573,SM-62,47.5
1033858,IM-69,55.0
1033964,TE-72,67.8
1034494,AN-36,87.8
1032804,SP-31,51.1
1032839,GL-72,66.9
1034357,TE-39,57.9
1036186,IM-08,85.6
1035242,FT-07,44.1
1033560,OL-41,31.0
1035713,NA-28,57.5
1034417,RE-30,48.4
1036362,YS-64,84.4
1033386,NA-95,30.5
1033598,WS-33,52.4
1035857,SM-21,96.5
1034184,EC-37,93.6
1033618,TL-13,33.6
1035209,SJ-43,46.1
1036071,TS-37,73.9
1034910,TE-22,31.2
1036029,VL-87,58.1
1032103,EM-40,34.2
1032692,LC-07,57.4
1036290,GL-18,77.8
1035413,AN-43,68.4
1032813,PN-25,66.1
1034718,DE-14,79.6
1036549,EM-58,53.2
1034261,TH-80,99.8
1033068,MA-40,42.2
1034689,EM-40,95.5
1036975,LI-88,64.4
1035977,PO-14,94.7
1033598,MP-41,70.7
1033615,ED-13,85.2
1036059,OM-73,84.9
1036005,RS-50,96.8
1032611,ED-35,67.1
1032088,NG-15,89.8
1034513,TO-27,75.1
1035252,SS-71,48.6
1033393,LI-94,78.4
1036808,NA-56,33.8
1034061,IC-01,55.3
1032522,TH-25,38.2
1033414,GT-56,38.2
1036320,TE-60,85.4
1035307,CL-57,69.5
1034251,LC-79,86.1
1033812,EC-87,58.7
1033286,DE-71,50.3
1032982,SE-59,93.3
1032670,YS-37,74.7
1035105,OM-37,34.4
1033951,MP-87,38.0
1035090,ED-94,54.6
1034563,OL-58,53.0
1033322,WS-33,30.1
1033835,OL-16,36.8
1034710,ND-60,54.7
1033102,TE-68,98.9
1035171,SM-80,38.6
1034437,PO-81,81.0
1033932,VL-43,66.7
1036735,TH-63,95.5
1035152,RM-44,56.8
1033035,TH-17,85.5
1035864,SJ-64,41.1
1032436,TE-16,79.0
1032937,IM-93,91.8
1036171,ED-13,34.5
1033951,IM-16,38.7
1036059,ND-12,87.4
1035851,TH-27,62.9
1032383,EC-12,49.6
1032340,ED-51,94.0
1035660,LC-04,96.1
1036270,SM-19,96.2
1033763,MT-92,59.5
1033733,IC-28,64.4
1032528,GL-62,68.8
1034778,GL-72,47.3
1036739,NG-81,84.9
1034154,CH-04,52.3
1034686,MT-31,37.9
1035195,LS-69,97.0
1034735,TH-13,41.5
1032325,WS-34,81.3
1032449,IM-47,87.6
1035182,ED-13,34.8
1034286,IM-08,33.1
1035060,MP-01,98.9
1033172,GT-11,75.8
1032043,MP-47,87.0
1032211,ED-47,91.1
1036937,ED-33,99.2
1033961,CH-00,66.1
1036089,LC-67,74.9
1034329,ND-42,83.6
1035661,RS-42,31.5
1033444,SM-57,37.7
1033940,TE-45,78.5
1036390,AN-88,47.9
1034317,EM-12,97.6
1034461,TH-23,75.5
1035774,SJ-44,32.5
1032617,CH-06,36.8
1033810,GT-56,58.4
1036273,TE-06,62.3
1033702,ED-94,70.7
1033083,LC-33,41.9
1033494,ED-44,92.0
1036122,GT-20,38.9
1035134,TO-22,91.4
1035969,SJ-85,72.8
1034814,NG-17,50.5
1036686,GT-49,48.5
1035770,WS-04,99.5
1033698,TH-88,40.8
1032438,VL-58,95.3
1034236,FT-22,63.4
1033663,SJ-47,90.1
1036934,RE-30,91.6
1033567,SJ-38,35.7
1036826,CH-64,33.8
1035263,VL-19,71.8
1036204,SP-88,74.8
1033527,SJ-42,70.6
1032474,CH-79,55.1
1036711,EC-07,46.1
1032542,TH-73,83.7
1032807,TO-37,67.7
1032735,MD-92,64.6
1034793,AU-31,89.2
1032180,IM-45,64.7
1036788,ED-55,83.4
1035961,LC-60,81.8
1032586,TH-32,69.1
1036892,AN-92,31.9
1032096,SJ-08,52.8
1032531,LI-00,42.3
1036350,DE-05,58.8
1032291,IM-74,69.6
1034642,GL-19,81.6
1032497,ED-59,89.0
1035944,PO-11,98.6
1035660,RA-34,87.0
1036672,TE-87,67.9
1032982,CH-63,33.9
1036810,CH-93,84.8
1035383,YS-06,54.8
1033105,CH-94,85.5
1034321,TO-11,50.2
1033055,EC-21,49.2
1033004,LS-10,73.1
1035147,NG-04,60.6
1034949,MP-66,61.9
1036962,ED-41,61.0
1034943,OL-28,53.7
1035678,IM-24,68.8
1036843,LS-80,77.2
1035790,EA-24,61.5
1036676,MP-39,89.3
1033672,GL-55,38.0
1033774,CH-44,30.8
1036709,SS-35,32.0
1036726,SJ-37,59.4
1034106,TO-09,63.9
1036494,FT-17,68.4
1034813,RA-50,89.4
1034864,LS-80,87.0
1034056,IM-78,51.1
1035958,ND-89,47.5
1032951,ME-59,40.3
1034549,RM-26,61.6
1034166,DE-09,30.7
1034492,MA-42,69.9
1034414,ME-10,88.2
1033676,SS-28,33.2
1036145,SS-71,51.1
1035159,SM-35,82.7
1033357,LS-34,58.6
1036796,GT-91,30.6
1035514,DE-48,56.2
1036332,GL-79,66.5
1036592,ED-82,79.2
1035596,LI-00,77.1
1036562,FT-20,67.4
1034518,DE-41,58.0
1035480,OL-28,33.5
1034096,ED-06,38.6
1033613,NG-64,86.0
1033611,SM-01,86.6
1034685,PO-57,78.2
1034286,RE-36,94.9
1036706,TE-49,43.6
1035671,MD-15,92.6
1034746,FT-07,37.3
1034602,MP-35,60.2
1034719,YS-14,73.9
1032887,PN-73,79.9
1034779,RE-53,90.8
1034589,GT-22,41.4
1032171,CH-72,36.0
1035559,IM-75,53.0
1034332,CH-46,44.3
1032915,MA-16,94.5
1033041,EC-83,85.2
1032178,EA-18,92.7
1036896,NA-43,86.4
1036693,LC-40,40.2
1035149,ED-41,94.2
1032786,TH-39,57.7
1036276,AT-63,34.2
1032483,LI-83,37.7
1035906,MP-31,31.9
1036872,EC-37,36.6
1035156,ED-63,38.0
1036754,TH-63,57.8
1032327,OM-22,52.9
1035777,TE-71,97.6
1033974,EC-61,88.3
1035559,PO-35,85.3
1035559,CH-11,64.1
1034206,LI-00,95.1
1034713,SJ-89,89.4
1034954,EC-34,87.2
1033608,MD-13,97.7
1036310,SP-31,42.5
1034724,TO-11,76.4
1036077,CH-00,57.4
1035038,SJ-73,52.0
1034047,YS-73,55.4
1035305,CL-47,57.2
1036724,SM-89,93.2
1032177,EC-31,48.2
1032809,ED-19,47.5
1033466,ED-85,53.4
1036013,NG-17,88.7
1033824,OL-41,75.8
1032087,IM-69,46.4
1035950,IM-93,67.9
1033681,IM-32,88.2
1032984,MT-05,49.2
1034926,IM-66,36.7
1033165,TE-50,32.2
1032917,EM-25,59.8
1036644,SP-67,68.5
1033740,CH-02,72.3
1034971,LC-75,66.9
1035113,ED-78,31.7
1034938,OL-26,57.0
1033699,EC-47,39.4
1032619,YS-01,74.8
1035641,GT-49,82.4
1033938,CL-03,96.1
1034481,LC-13,83.4
1035004,FT-01,66.0
1033910,NG-79,74.6
1032851,IC-10,56.6
1033537,VL-84,57.5
1036279,LC-32,65.0
1033502,SP-91,78.5
1032443,ED-03,35.7
1035272,WS-25,62.0
1036035,LC-49,53.6
1032398,IM-65,40.5
1033068,GL-16,46.6
1036775,YS-75,51.1
1035769,OL-58,53.4
1035531,YS-47,91.1
1032089,SJ-09,57.4
1036288,WS-19,84.1
1036063,DE-95,52.2
1035980,EN-75,82.6
1036124,PO-77,76.8
1032969,NG-26,30.4
1036159,TS-77,58.4
1035966,SJ-15,69.2
1036245,RE-18,56.3
1036300,ND-85,67.3
1035826,PN-44,60.0
1034336,EA-27,43.3
1033011,ED-07,54.6
1035873,FT-09,67.2
1034325,LU-01,70.6
1035271,SM-67,34.5
1035352,ND-12,48.8
1032495,AU-34,92.5
1037002,MA-19,91.0
1035064,TE-31,65.1
1035341,ED-96,46.8
1033554,EM-62,34.8
1035841,RE-48,67.4
1034059,EC-24,61.7
1032737,SM-21,91.5
1036767,GT-21,33.2
1036346,SJ-60,65.0
1036329,FT-92,60.9
1033941,MP-35,41.1
1034500,TH-81,30.5
1036187,SP-31,73.7
1035392,RM-30,61.2
1036704,CH-71,67.8
1033973,CL-30,43.6
1036673,LC-52,55.1
1032056,TE-45,54.4
1033816,TO-40,46.7
1036404,TE-16,63.0
1033709,IC-30,51.9
1034550,LC-40,71.5
1033731,SP-88,42.2
1036345,SM-18,52.4
1034926,NA-75,33.5
1034454,AC-08,53.6
1032084,TL-83,92.9
1034327,DE-60,55.4
1034928,ED-08,79.0
1033335,IM-15,87.9
1032934,SJ-38,64.1
1032496,IC-92,66.5
1036626,AU-34,99.6
1034196,LI-88,99.3
1034449,ME-46,64.8
1035715,TH-32,95.7
1033990,LI-70,80.5
1034988,SS-71,57.0
1033300,RS-50,56.1
1034977,PO-63,63.0
1036018,CH-65,85.6
1032679,SP-55,93.6
1032455,FT-84,77.7
1034403,RS-39,35.8
1032234,GL-38,62.8
1035781,IC-01,96.7
1033193,TE-08,54.1
1033433,SJ-65,82.4
1032223,OL-22,60.1
1036628,NA-10,83.6
1032572,GL-00,79.2
1036860,AC-10,76.3
1033560,YL-38,44.2
1032639,MP-49,53.1
1036697,ND-03,96.4
1033160,SM-89,76.3
1032870,LS-87,84.2
1035379,RE-35,91.2
1033825,ED-19,62.8
1034832,TH-25,53.4
1033775,EC-75,54.1
1032111,TL-67,66.2
1036335,LI-00,64.6
1032615,TO-74,52.1
1036973,MD-70,96.7
1035428,CH-08,59.1
1035098,LI-79,79.0
1035945,MD-70,85.4
1033611,NG-11,32.8
1036408,RE-12,61.4
1032108,SM-19,60.4
1033374,TS-61,53.4
1035886,SP-13,52.4
1035829,NG-93,49.6
1032123,MA-13,44.3
1035788,IM-47,72.7
1034559,SM-25,89.6
1034874,PO-63,89.1
1035951,EM-47,55.7
1036227,RE-38,58.6
1033342,ND-54,75.2
1034353,MD-13,81.2
1035531,ND-68,38.2
1034297,FT-06,91.4
1035263,VL-62,88.3
1033975,EC-63,84.9
1032544,GT-21,93.3
1035787,LI-94,63.5
1035738,TS-18,95.6
1032714,SJ-28,42.3
1032891,GT-67,31.3
1032443,TO-28,58.9
1036286,FT-06,51.0
1034464,FT-06,81.4
1036291,GT-76,90.9
1034801,IM-96,53.7
1034753,FT-20,65.2
1035176,FT-20,33.8
1034415,TO-96,40.7
1035346,SJ-70,36.7
1033559,YS-20,98.7
1036798,TO-29,77.4
1032386,NA-35,66.6
1032472,LC-91,60.7
1032709,GL-91,52.6
1032253,RE-16,59.2
1035320,TS-27,39.8
1035464,ME-90,96.7
1036891,EN-76,86.9
1033479,CH-45,75.1
1032018,LS-81,79.1
1032765,PN-35,88.7
1035488,NG-82,61.7
1033995,DE-20,61.6
1035261,OL-05,98.9
1035197,GT-04,93.4
1032755,CH-05,86.9
1033573,YS-84,60.4
1035305,RE-82,91.0
1033873,CL-28,64.6
1036884,NA-32,94.5
1035934,PO-63,60.1
1032964,EM-41,44.8
1033864,GL-15,96.0
1032446,DE-94,71.7
1032619,ME-77,46.0
1035572,MP-18,86.9
1033294,TH-16,51.3
1035943,RS-22,47.7
1033574,RM-83,69.0
1034710,LS-01,96.2
1035959,YS-58,31.6
1035554,ED-47,43.7
1036304,GL-89,93.1
1035450,ED-45,50.3
1032739,PN-26,94.0
1033510,AC-31,43.6
1036222,SP-55,44.3
1034726,FT-78,33.6
1032864,DE-39,53.9
1033449,LC-33,94.0
1035437,IM-37,58.2
1034407,SP-25,46.6
1034503,ND-30,91.4
1036023,TE-47,41.2
1035948,NG-92,58.0
1033927,OL-53,57.5
1033521,OL-28,51.7
1036882,OL-16,34.1
1035922,TO-71,46.7
1032884,NG-14,43.8
1036826,GL-39,88.3
1032927,TL-67,92.2
1036167,LC-18,80.4
1036601,RE-06,32.1
1034482,SM-95,38.9
1035763,ED-75,64.4
1032301,RM-27,66.0
1035449,TR-09,68.9
1033559,YS-39,32.8
1033367,ND-30,61.9
1035369,IM-02,38.6
1033393,TE-47,52.4
1036097,WS-25,98.6
1034678,GL-72,68.6
1032031,FT-04,49.4
1036121,GL-03,59.9
1034738,EC-72,59.8
1033193,CH-83,39.3
1032436,PN-38,43.3
1036911,TO-40,90.2
1034660,AU-24,37.4
1032354,TS-03,39.7
1033787,RE-39,93.9
1034306,CH-59,50.7
1034988,SJ-03,70.2
1035317,TE-77,33.2
1032392,EM-27,64.2
1036215,GT-11,55.0
1032668,TS-86,57.2
1035349,WS-96,63.6
1032980,NG-66,34.0
1034553,BH-22,60.3
1032519,DE-21,77.9
1032316,SM-35,52.5
1035616,GT-42,95.8
1032487,MD-92,30.8
1032627,AU-31,92.0
1036639,OM-95,37.3
1034819,TS-22,67.4
1035237,MA-36,60.6
1032742,ME-83,97.9
1035201,OM-49,69.3
1034291,EM-55,31.7
1034041,ME-40,61.1
1034423,IC-12,83.4
1032466,RS-21,55.8
1034635,ED-39,56.6
1036152,AN-62,94.0
1033844,CH-68,93.6
1036908,CH-27,53.9
1035985,WS-22,95.6
1034365,FT-72,67.8
1032997,NG-17,93.9
1036260,DE-38,38.8
1034193,ED-21,94.1
1035387,LI-00,90.3
1033089,TO-44,72.3
1035677,RS-42,75.7
1036062,MP-55,47.2
1033598,GL-11,59.0
1034155,RE-16,82.5
1035146,SM-71,87.2
1032410,RE-44,44.4
1032918,YS-17,49.5
1033414,OM-49,77.5
1036330,TO-27,84.5
1032992,ED-62,83.7
1035988,TS-83,63.3
1036655,EM-55,62.9
1035895,VL-60,34.7
1036755,TE-22,70.8
1033699,EC-72,97.7
1035499,GT-31,46.3
1034800,AC-31,39.2
1036213,GL-12,76.8
1033538,TH-85,88.6
1032734,IM-41,49.8
1033847,RS-11,81.8
1033264,ED-39,95.5
1035322,TO-02,64.5
1032857,TH-31,55.8
1032309,ME-30,85.4
1034080,AN-76,70.5
1032061,OL-37,80.2
1036658,MP-01,79.6
1032292,LC-05,75.4
1032438,ND-85,45.8
1034065,TH-60,92.2
1036495,YS-87,92.8
1035521,TE-14,72.1
1034764,MP-73,93.0
1033002,LS-05,48.0
1035042,SM-68,72.5
1035692,EM-64,97.6
1033391,EC-54,63.3
1033683,TO-29,54.1
1036301,FT-20,68.2
1033947,EM-62,85.8
1033533,YL-26,92.3
1035348,RA-41,43.7
1033147,GT-13,41.5
1034794,FT-92,60.2
1033408,LC-83,98.3
1035282,NG-92,56.5
1034049,DE-47,98.4
1034089,GL-77,77.4
1032310,CH-05,53.9
1034451,ED-81,57.9
1036776,FT-32,55.7
1032121,GT-28,76.2
1036248,EM-33,71.0
1037009,NG-26,60.4
1032374,YS-17,53.2
1036393,IC-92,83.4
1034134,GL-39,52.5
1036631,NG-03,55.5
1032247,EM-32,68.5
1032787,GT-90,45.0
1034487,LI-18,35.2
1036842,IC-03,88.2
1033965,RE-00,42.2
1032705,CL-05,60.1
1035094,ED-44,58.8
1033905,TH-09,34.8
1032946,NG-79,91.1
1033272,CL-26,63.6
1032969,GT-25,30.5
1036024,GL-38,60.1
1032173,EA-12,62.4
1036216,YS-39,78.9
1033619,SP-10,71.4
1036527,ED-03,63.1
1036647,OM-49,82.3
1034189,EC-39,52.0
1032509,SM-82,59.8
1036674,NG-15,66.2
1032950,TO-95,52.2
1035697,GT-20,60.9
1036197,PO-95,49.3
1034028,RS-31,74.0
1033808,TO-29,33.0
1036026,MP-07,36.4
1036325,AU-94,44.6
1034306,LC-83,31.0
1033367,LC-01,99.0
1034116,GT-10,33.5
1032223,TH-71,69.7
1033575,GL-91,86.9
1033327,CH-89,32.5
1035536,SJ-41,94.1
1033397,SM-33,86.8
1035887,TE-68,68.8
1036394,PO-71,39.0
1033466,RS-48,66.3
1035983,IC-03,49.0
1032991,RS-09,61.2
1036324,SP-65,37.7
1035360,YS-52,69.8
1032295,TL-89,59.2
1034909,TO-56,82.8
1034365,MP-67,40.0
1035586,RE-80,36.3
1033904,TH-91,95.0
1032042,CH-11,83.6
1034113,CL-20,93.5
1035317,SM-73,87.2
1034271,WS-13,63.8
1032539,TE-06,30.8
1035074,EC-24,61.8
1034879,EC-18,78.0
1033652,DE-24,53.7
1032669,TO-87,65.9
1036025,WS-89,57.0
1036135,MP-26,87.5
1036991,AT-87,93.2
1033905,SM-73,81.3
1033772,EC-19,73.9
1034531,TH-35,64.8
1034604,SJ-38,31.4
1036147,FT-23,61.9
1034895,OM-80,36.0
1036668,SJ-04,55.1
1032884,SM-59,87.1
1036685,TE-25,80.5
1034574,CH-33,59.8
1033618,MP-75,37.9
1033289,MA-13,46.8
1034459,SJ-41,79.0
1036488,EM-43,90.4
1035250,TL-67,68.1
1034416,IS-93,94.6
1036983,WS-25,44.1
1034779,TE-86,72.5
1034874,FT-29,40.7
1032774,LS-62,67.1
1032381,EN-76,55.3
1032279,MD-06,79.4
1035754,CH-09,73.5
1036820,SJ-46,73.8
1036084,LC-48,35.6
1033281,SJ-35,82.1
1036917,LI-82,57.7
1034096,AU-09,71.6
1035815,TO-44,82.5
1035681,TS-85,82.2
1033905,PN-19,30.0
1036763,TH-31,52.4
1036999,ED-84,97.9
1034886,PN-26,38.0
1036374,CH-36,82.7
1035642,FT-46,79.2
1033337,SJ-91,38.0
1033764,EM-34,92.0
1034815,WS-16,52.9
1036684,AT-16,93.5
